CLONE	FIELD.HT.Y0	FIELD.HT.Y1.1	FIELD.HT.Y1.2	FIELD.HT.Y2	FIELD.HCL.pct.Y2	FIELD.CLS.pct.Y2	FIELD.LIG.pct.Y2	FIELD.ASH.pct.Y2	FIELD.SiDIA.mm.Y1	FIELD.SiDIA.mm.Y2	FIELD.SiDW.g.Y1	FIELD.SiDW.g.Y2	FIELD.SiDEN.Y1	FIELD.SiDEN.Y2	FIELD.SiSpSA.Y1	FIELD.SiSpSA.Y2	FIELD.CDIA.cm.Y0	FIELD.CDIA.cm.Y1	FIELD.CDIA.cm.Y2	FIELD.FORM.tan.Y0	FIELD.FORM.tan.Y1	FIELD.FORM.tan.Y2	FIELD.StemNo.Y1	FIELD.StemNo.Y2	FIELD.MeanDIA.Y1	FIELD.MeanDIA.Y2	FIELD.SumDIA.Y1	FIELD.SumDIA.Y2	FIELD.MeanSA.Y1	FIELD.MeanSA.Y2	FIELD.SumSA.Y1	FIELD.SumSA.Y2	FIELD.MeanVOL.Y1	FIELD.MeanVOL.Y2	FIELD.SumVOL.Y1	FIELD.SumVOL.Y2	FIELD.SumVOLxDEN.Y1	FIELD.SumVOLxDEN.Y2	FIELD.LFDW.Y1	FIELD.LFA.Y1	FIELD.LFL.Y1	FIELD.LFW.Y1	FIELD.LFP.Y1	FIELD.LFR.Y1	FIELD.LFF.Y1	FIELD.SLA.Y1	FIELD.LFDW.Y2	FIELD.LFA.Y2	FIELD.LFL.Y2	FIELD.LFW.Y2	FIELD.LFP.Y2	FIELD.LFR.Y2	FIELD.LFF.Y2	FIELD.SLA.Y2	FIELD.SPAD.Y2	GH.AGB	GH.ASN.28	GH.ASN.63	GH.DIA	GH.HT.21	GH.HT.28	GH.HT.35	GH.HT.42	GH.HT.49	GH.HT.56	GH.HT.63	GH.HT.70	GH.LDW	GH.LFA	GH.LFDW	GH.LFF	GH.LFL	GH.LFP	GH.LFR	GH.LFW	GH.MDIA	GH.MSA	GH.MSL.21	GH.MSL.28	GH.MSL.35	GH.MSL.42	GH.MSL.49	GH.MSL.56	GH.MSL.63	GH.MSL.70	GH.MSL.RGR	GH.PHE.07	GH.PHE.09	GH.PHE.11	GH.PHE.13	GH.PHE.15	GH.PHE.RGR	GH.PSN.21	GH.PSN.28	GH.PSN.35	GH.PSN.42	GH.PSN.49	GH.PSN.56	GH.PSN.63	GH.PSN.70	GH.PSN.RGR	GH.RDW	GH.REC	GH.SA	GH.SDW	GH.SLA	GH.SPAD.1	GH.SPAD.2	GH.SPD.14	GH.SPD.42	GH.SPD.70	GH.SpVOL	GH.TOT	GH.TSL.21	GH.TSL.28	GH.TSL.35	GH.TSL.42	GH.TSL.49	GH.TSL.56	GH.TSL.63	GH.TSL.70	GH.TSL.RGR	GH.VOL
12X-423-004	22.60128864	25.47113098	42.37083309	33.44497469	-4.161915621	1.497043653	0.520059435	2.575107296	22.13820703	6.108573728	57.16383	7.285902344	8.434955925	6.771214974	22.13825231	6.108566497	6.413482167	8.590197253	-0.641931104	-12.28168767	-8.479482558	3.866779416	71.25228827	3.929294829	9.648599656	17.59059512	85.71537513	24.49043832	27.71858356	49.05923442	113.1000125	60.63981683	79.22552452	97.98978767	187.6519223	114.7073974	211.0484152	126.8090459	-3.087888195	-1.677707628	6.208705958	-7.011365	1.132641959	16.34149207	-14.77982594	-3.092566316	3.195806942	0.213049094	1.909256992	2.527349237	0.569843867	-7.098586902	-5.826423271	1.436572592	-5.150832508	21.24992592	21.12676056	-31.61290323	-9.919571046	33.11688312	23.12673451	12.96436694	10.1320132	7.966081452	4.751066856	5.270851945	5.067397102	13.90508499	46.24667621	63.07692308	5.855413804	20.07940447	7.534541694	-5.910825398	17.41160774	-1.254130645	5.154145465	44.25087108	42.24154515	36.28138862	30.26504409	25.77826018	20.281471	19.17243951	16.69969546	23.01216785	60	33.33333333	18.51851852	18.75	0	19.43573668	14.28571429	5.882352941	-5.263157895	-5.263157895	-10	-10	-10	-10	-5.307855626	32.11165726	24.25058076	-4.105668685	26.55321103	-8.4580953	3.398879553	8.762633655	2.319701662	5.94589034	9.471249561	10.36859789	22.46900212	46.59025788	36.37660485	21.07496464	14.0879197	13.24262759	10.27801996	7.998715066	5.017234776	11.27664725	-1.096786129
12X-423-034	32.61919055	22.6963854	19.19496565	18.62172088	-4.104903079	-5.874952824	6.946508172	15.02145923	-1.222326298	-8.893309976	-2.264916579	-20.11045268	1.359724243	-1.009517046	-1.222305773	-8.893330002	-42.0862345	7.213786537	16.1971494	17.26130418	-7.471622363	-10.67924316	-17.41825095	-15.66460671	14.18601425	20.03484411	-4.580016768	3.747118938	24.29825006	32.71964845	4.089092484	15.91198697	47.40172174	56.7157165	21.27799749	35.15356366	22.60763181	34.42431843	-22.72806673	-17.41974226	-10.16858459	-13.71811706	-16.32343941	1.710296097	11.85234293	12.85157382	-10.96060024	-21.49518547	-6.088760446	-16.16760433	-13.59811951	5.894384057	-0.234949883	-16.41159559	2.087739675	25.70378712	-9.85915493	-43.22580645	10.77747989	12.98701299	22.01665125	20.04043467	19.5049505	23.70715395	19.943101	20.3281085	21.21386867	2.597264921	7.343014931	5.339366516	-23.51979064	-5.488833747	9.510814925	-22.9028155	13.67578386	7.98496789	14.55252918	18.63279243	34.2162747	36.2385769	26.40185668	36.09196244	28.69200382	27.38515201	20.93651499	27.24152608	60	33.33333333	18.51851852	25	0	21.63009404	28.57142857	5.882352941	-5.263157895	-5.263157895	-10	-10	-10	0	-2.760084926	48.20440338	36.4050307	24.38084755	42.38767127	-1.493116583	5.160884991	12.02111102	6.257505847	11.00709804	2.669125971	45.82031741	28.22908807	51.40401146	43.9657632	33.69165488	15.76670128	30.02524164	24.15964351	21.62704786	22.42609937	24.738741	51.44090917
12X-423-043	59.7213816	33.68775873	26.85736459	23.09514413	0.399087799	-0.515788149	-0.371471025	6.43776824	9.226880108	8.16704404	17.41984378	10.39476919	0.064471012	-2.987609884	9.226985915	8.167027648	-22.41747496	27.62718464	8.555546894	2.930056114	-14.75171532	-6.987679465	28.84935047	17.57720996	22.49391471	29.22856043	58.78975729	53.28589577	43.90733978	53.01007012	85.59516702	84.46181432	73.189819	83.88987333	129.0667832	129.8369662	127.5543813	117.5786419	-39.40600404	-34.90144578	-25.67608295	-9.949241367	-28.56573552	-17.28596778	22.36383333	4.224573778	-26.82218044	-27.63604014	-18.84915001	-8.211254894	-22.40867337	-18.27963112	16.71617046	1.577557895	-9.026994634	41.69975701	-1.408450704	79.35483871	22.14477212	49.02597403	40.61054579	31.71594642	27.39273927	22.65615669	17.51541015	16.25111671	15.69235205	34.8245521	-13.39742279	-5.067873303	-2.84592738	-14.62034739	-8.459483526	-25.74512702	6.204136091	-1.011722577	-6.638730919	40.24226979	45.05636253	41.29023107	37.04844143	29.96415607	21.95908596	20.65827968	17.48972679	25.21197462	40	22.22222222	18.51851852	25	0	18.49529781	71.42857143	41.17647059	26.31578947	26.31578947	20	20	20	20	27.38853503	49.0646396	37.05461585	19.65327463	46.66394509	-11.22401009	4.9867439	5.501629028	3.982049175	1.964818434	8.983292345	35.66784124	42.52630992	130.487106	101.1982882	80.16973126	66.77050883	58.83765314	51.48697084	47.50240925	42.09811636	55.36124179	37.76327911
12X-423-048	26.06451105	32.44166312	9.381075285	6.330779497	0.969213227	-1.396402063	0.334323923	5.579399142	15.97275169	9.90184769	28.30861291	7.919944292	1.072148647	-4.329179286	15.97276015	9.901844799	-3.534980094	1.779238654	9.918409422	-2.423018527	-4.902467069	-6.737752589	-8.018016532	-17.351396	14.13643761	13.775556	4.748311565	-7.017805058	39.686592	44.73771949	27.15558682	18.19120086	52.00230557	56.80322704	37.78352404	29.5672546	38.04273872	23.98171326	5.774395949	5.283009984	-0.718247273	3.266100419	-11.5391124	-5.088095906	22.99184089	-0.780659772	10.19948051	20.02447804	0.853527422	12.72116619	0.821916791	-13.04790717	13.34493072	7.950218361	10.65539662	26.97504889	-74.64788732	-72.90322581	-4.879356568	25.48701299	23.49676226	23.62901188	30.4620462	29.05768542	22.1811285	21.18898725	21.05528725	15.77794268	65.86895752	76.19909502	2.191691201	10.70967742	23.5917617	-28.33304686	44.36290861	11.245838	16.61179288	19.3628671	30.93497774	37.70545641	43.36717704	40.9107773	31.13244624	26.64569071	25.51622787	32.84643916	20	11.11111111	11.11111111	18.75	0	11.59874608	14.28571429	-5.882352941	-15.78947368	-15.78947368	-20	-20	-20	-20	-15.07430998	37.37527161	28.22727106	7.215189873	35.05983211	-8.080898572	0.033368353	-5.813955937	-2.856962265	-7.64324658	-7.773158449	36.14717692	28.14227402	37.42120344	25.9914408	21.27298444	21.39148494	20.61811242	13.12602926	7.741728236	6.208001114	14.70021204	30.52333377
12X-423-051	17.91022937	12.85003987	3.351226219	12.41747349	0.399087799	-3.509875456	1.151560178	10.72961373	-10.40719318	-10.61169173	-17.26847486	-23.00680171	10.92274051	5.262574843	-10.40718227	-10.61168964	-23.28999434	-13.0103772	-15.45036431	5.680922303	6.926753234	12.06746773	20.05137693	-2.711552677	8.305406898	9.001951629	26.08661357	7.310128434	12.61436138	11.21804014	29.63303662	8.473270041	12.43138551	22.90917696	46.37443833	20.32910908	60.56313654	27.41931869	15.55492002	4.5827964	-2.027929156	6.712360877	1.863484292	-10.19433494	12.10593691	-12.79296873	5.397381174	-1.982644918	-4.895505708	3.518731789	-8.795600845	-14.17675091	10.45702533	-10.04009772	3.128751634	10.03970841	-69.01408451	-53.5483871	12.27882038	43.50649351	39.59296947	34.69800354	41.12211221	26.26298818	10.45993362	7.902217169	10.79074461	-0.293296583	13.47923911	23.98190045	-8.734052993	0.287841191	10.53342142	-15.46082712	11.27418279	-4.473261618	-12.43340317	55.99800896	39.3160972	16.16255398	27.68276699	20.16829661	9.112346303	7.50157467	7.551244559	12.93602589	-20	-11.11111111	3.703703704	12.5	0	1.880877743	-14.28571429	5.882352941	15.78947368	15.78947368	10	10	10	10	7.855626327	62.04553392	46.8585814	10.13758943	17.50057408	-12.32297565	-0.226539832	10.77390944	0.461412047	8.471350684	12.65273061	16.94359311	15.87650096	23.43839542	33.18116976	40.96181047	49.01349948	41.74721418	29.20662598	26.39736588	25.27418962	30.46470998	22.28321587
12X-423-063	25.30421004	19.15091853	18.98386186	13.45555651	-0.171037628	2.85570512	-2.971768202	3.004291845	16.01357741	25.27663613	24.26706601	41.73457832	-1.895375763	0.931770343	16.01360772	25.27663538	-18.08410153	42.96060896	17.81829913	0.377761209	-21.22329622	-9.104483247	33.89918264	11.6985935	20.37469782	26.1149842	58.9647301	40.07297641	51.98294494	64.39967555	96.45300267	82.00888797	79.66111745	87.38982288	126.0856851	110.3002494	121.1627706	111.4513928	-5.175985181	0.582881614	-12.0283782	9.164614185	-5.053867133	-20.92179646	12.64345612	4.051037087	14.0410024	9.317245375	-0.948089503	12.95548027	-5.415437023	-16.68389232	17.42346885	-7.839485715	5.226717994	35.95685415	-46.47887324	-38.06451613	18.82037534	17.20779221	15.63367253	16.30022745	19.9669967	21.89179506	17.24988146	16.00747178	14.07770489	25.19877027	16.27463012	17.28506787	7.88354596	-1.796526055	4.719501336	-20.82092887	14.74316211	-7.357877485	-14.3849147	12.06235938	10.17988616	17.84356917	20.80807579	12.35270249	14.82416933	14.29830226	2.819286061	12.27121942	40	22.22222222	11.11111111	18.75	0	14.73354232	28.57142857	29.41176471	15.78947368	15.78947368	10	10	10	20	15.92356688	41.26157041	31.16191852	18.06274078	43.72464471	-3.593757432	-2.879063183	5.033454571	-5.454775299	2.936940644	0.873443416	28.54325439	36.55218787	43.26647564	43.90870185	41.15983027	39.2177224	39.29692791	35.2320062	32.71763572	30.50381254	34.0008575	34.80014475
12X-423-066	22.62249907	19.23044897	31.60422346	18.16098254	-3.591790194	-3.761479431	5.460624071	12.44635193	7.524997913	0.942072787	24.75386618	1.072863697	7.625799046	2.722195256	7.525035616	0.942056363	23.33672544	5.597552634	-0.162530884	-15.43370159	-6.541238366	-0.449477965	22.26322767	13.42651004	28.71004656	23.89245317	53.53371587	41.93476875	71.43191782	60.99364998	99.10072044	84.39988318	119.6165981	86.41972507	133.832325	114.1337402	147.2806861	120.5882823	11.61278711	13.73688939	5.841949311	-1.018377816	-1.535514932	8.007935135	6.397138633	-3.045884169	1.292408318	1.114420203	8.910338109	-5.737941976	9.90570687	8.425814366	-19.71910205	-1.338343267	-2.462588513	10.94351923	80.28169014	-16.12903226	9.383378016	13.14935065	4.070305273	-7.859489512	-2.739273927	-2.878299295	-4.807965861	-2.103467879	1.693937865	24.06798827	16.15190564	13.75565611	-18.48217206	5.230769231	23.6492115	-9.64007013	7.805203469	-7.06520185	-4.747081712	35.78894973	3.459174023	-10.46628282	-2.752608919	-2.803784994	-5.144757734	-2.328509784	-19.20009196	-6.467675137	80	44.44444444	18.51851852	18.75	0	22.57053292	-28.57142857	-5.882352941	-5.263157895	-5.263157895	-10	-10	-10	10	-8.280254777	17.11260656	12.92321542	18.97633462	16.77595489	-0.982269769	7.446356463	5.555543855	11.38992478	3.322703426	3.518171527	-1.968477697	15.58201718	-5.673352436	-2.539229672	-9.137199434	-9.276566286	-8.366681032	-9.754916207	-8.673305493	-3.847359075	-8.136580927	21.98118498
12X-423-067	42.67681942	13.5696107	9.780950821	13.3085491	-4.446978335	-2.201534784	3.937592868	18.88412017	4.324268137	12.29380504	12.08371888	18.57894024	6.512318211	4.383595309	4.324274846	12.2938065	-20.10903012	27.32541182	7.804417981	5.056677561	-19.90065328	-4.533162602	14.52761749	21.19959827	8.692768878	11.10819102	26.22883151	33.50342203	15.02933878	20.4516029	33.16938556	43.75236922	22.87446244	34.02242137	48.49911951	62.03252763	56.79485694	65.89691546	-33.49495277	-34.82186241	-17.80481186	-23.33597465	-25.40216021	6.472646163	1.163751462	-7.260627382	-43.72228879	-47.78468915	-22.94117938	-29.83172954	-29.36564547	2.152043836	1.120052528	-10.126594	1.348004166	11.74954069	159.1549296	32.90322581	22.68096515	-6.493506494	-7.49306198	-9.021986353	-8.481848185	-5.768541741	-4.864864865	-1.323804109	1.564189433	7.417223223	0.211358833	-0.542986425	-24.30487406	-11.02729529	9.654439434	-24.91044725	21.41427618	-3.135401862	-10.72134092	-0.547536088	5.277747008	1.857709887	1.795323344	2.144490567	2.039934872	5.130589114	7.119196175	3.3882159	-20	-11.11111111	3.703703704	12.5	0	1.880877743	57.14285714	29.41176471	26.31578947	26.31578947	20	20	20	20	25.26539278	10.59075023	7.997867614	20.47881123	14.87765672	0.806948871	4.87386502	-1.438430742	13.50736363	3.158111305	1.761525549	30.61236308	11.61945561	59.4269341	42.59629101	36.32248939	30.30460367	31.65055716	31.89964158	34.04272406	35.88663347	33.90577468	24.09176806
12X-423-070	-3.189775271	6.054229851	-7.166116932	-5.72411445	-1.65336374	0.842873317	-0.854383358	13.30472103	0.928367212	-9.316423374	0.869706601	-21.98241769	-0.598270089	-2.015914821	0.928351352	-9.316431586	73.02751521	9.061091922	-6.306906638	-36.09609096	-7.434718572	5.182904593	-17.11645673	-15.93524985	0.496462063	-5.018234973	-18.5264204	-20.80988204	4.864696063	-6.079327296	-17.46103064	-24.19907739	-5.568633777	-13.12275867	-24.34835222	-29.98769987	-24.97872407	-31.09830859	-25.85035211	-20.39084876	-1.562901768	-20.2995311	-7.417224103	20.66706949	-14.59116267	3.449355965	9.244565883	12.60562559	8.496035569	5.215648349	6.900681556	-3.661626454	-4.780760462	5.29146736	12.70947007	-6.963788301	-91.54929577	-79.35483871	21.60857909	-12.01298701	-11.65587419	-8.213292899	-0.594059406	1.683984235	-5.016595543	-6.40786161	-7.503784329	-2.957701686	6.756664621	1.266968326	-35.36146549	4.972704715	24.33860914	-2.558355392	0.466977985	-11.91466754	-23.06495061	-2.737680438	-13.46113568	-6.526037285	1.342238914	2.072567957	-5.152249733	-6.280678493	-12.77423387	-6.928445474	0	0	-3.703703704	0	0	-0.940438871	28.57142857	41.17647059	26.31578947	26.31578947	20	20	20	30	25.26539278	-12.52686773	-9.460480953	14.17171161	-9.8563519	2.578833853	-8.926295044	-6.374796503	-9.25984451	-8.173027466	11.91103564	-2.472178972	-7.588126784	24.92836676	24.90727532	23.47949081	28.71235722	31.05953334	22.73563886	19.59524574	18.2827896	21.49367524	5.899450197
12X-423-072	3.013596159	27.19339311	24.95785958	18.90413044	0.057012543	-0.264184174	-2.005943536	12.44635193	8.718506772	-3.161448997	8.158270005	-13.99245565	-3.157514902	-5.606183696	8.718538622	-3.161447155	4.695212775	-4.095053394	-12.8919559	-12.3175597	3.789477677	9.351620108	-1.47449898	-1.164952093	14.01796515	13.71706484	14.68728848	11.29915183	32.86016668	30.97433586	33.53181669	26.21099426	60.92308794	52.69458719	59.00522568	50.2940431	54.39012992	39.77719421	8.323011656	8.461661261	-5.51330522	10.07124174	-11.89586258	-16.59949197	25.16395888	-5.557406702	15.85578335	12.93469557	-3.798784208	15.84523434	-4.340831387	-22.45339419	20.7910826	-1.30554057	16.20497387	-5.624370296	-7.042253521	1.935483871	8.096514745	5.844155844	6.938020352	6.191559262	6.303630363	6.795652693	2.418207681	2.94810363	6.465796872	-11.9120817	8.665712143	8.778280543	16.19234544	-8.64516129	-3.122396806	-28.52280931	20.21347565	4.159716415	3.669560012	1.07850672	6.147468365	12.5542149	13.3508241	12.97603562	7.136039526	6.109189504	8.798012755	7.963489693	0	0	-3.703703704	6.25	0	0.940438871	28.57142857	17.64705882	5.263157895	5.263157895	0	0	0	0	5.307855626	31.40377895	23.71785813	12.86736379	-1.084377312	-3.179208716	4.832675959	5.348098133	3.811389925	3.116963275	9.207752664	21.95219755	-1.468525434	33.06590258	25.07845934	22.03677511	17.32433368	16.83802253	11.6923375	9.645036942	11.93203579	13.22963667	21.92477528
13X-425-015	8.118508851	1.174239413	-0.651030351	-0.8405623	-7.211811471	-3.34315358	7.741570917	2.621722846	-7.112046206	6.95614328	-19.09483414	7.561250583	3.816780109	6.408581119	-7.112003271	6.956145814	110.9550076	44.55458904	7.854354758	-39.95211442	-27.67944619	-2.824118385	15.63940247	20.93102537	-5.75681443	-7.579859036	5.731061777	12.78075651	-9.256634325	-11.7454696	-1.906553967	9.383310813	-10.56404436	-11.07862257	-3.741187066	7.970928836	0.642998714	17.70871912	-38.77676795	-35.93500525	-9.044840291	25.49391873	-11.70170982	-4.113778294	-18.52234314	2.757477047	-19.64629812	-25.54644283	-2.80653604	-20.34424527	-6.463073131	20.47851983	-10.01341464	0.445438105	1.941061134	-10.858458	34.17721519	-10.38961039	13.05483029	-23.41842397	-10.15678255	-12.25375626	-11.37514608	-10.86983967	-9.131862975	-8.063759962	-5.331201779	-5.957976223	-23.48928399	-26.85634976	1.674876847	-4.957166234	-15.1286966	11.4475179	-14.89130435	-16.92799956	-30.88780662	-26.10778443	-17.05810676	-17.12255053	-15.4557809	-15.64357834	-13.92299504	-13.9885552	-12.49677301	-15.19902888	75	37.5	28	16.12903226	0	22	33.33333333	38.46153846	28.57142857	28.57142857	28.57142857	28.57142857	28.57142857	28.57142857	31.96480938	-24.86561315	-18.63941103	-0.25585858	-14.7713789	2.408487631	4.129665738	-7.63090114	-0.675379901	-12.2936067	5.835073367	-18.24692182	-12.4370621	5.298570227	26.25059552	18.29631326	17.30220493	15.02633311	16.22604899	14.60528287	15.52511416	15.19478528	-5.543016825
13X-425-070	-18.19708478	-1.014065742	1.237961322	15.33926974	0.511073254	-3.829896247	0.809945376	13.8576779	3.234093124	-5.500073892	-0.807273886	-23.01692194	-5.692961304	-5.425684883	3.234115461	-5.500058213	17.35247655	-13.5878787	-8.383399841	-16.43616332	8.727891693	6.861752083	2.427654333	-13.28971328	-6.040297786	-2.029511259	-4.750266726	-0.607391366	-13.16175408	-3.78710061	-12.72876077	0.078056449	-11.28256678	12.78609142	1.107102497	17.93642427	-3.317943281	11.13682015	-21.42405996	-17.01535116	-8.318831994	-7.203924027	-10.54762093	-2.112181731	-2.216989284	1.920574566	7.966527283	-0.447234185	4.89667283	-1.189486619	4.158958556	5.545816193	-5.947454687	-9.339066423	2.53416756	-14.54085155	-72.15189873	-87.01298701	20.62663185	20.08879023	30.6066803	9.515859766	1.636151149	-3.118293145	-4.270295636	-6.64166276	-3.899353583	-27.82001659	-8.664124188	-11.03400416	46.60098522	-4.764654923	-12.79664111	-2.98803202	-2.065217391	-11.36848345	-23.95335329	-1.157652695	11.15063345	3.337746877	0.03142967	-2.612870969	-3.22709499	-4.882836974	-4.634218184	-2.942440949	75	37.5	20	16.12903226	0	19.66666667	50	38.46153846	28.57142857	28.57142857	28.57142857	28.57142857	28.57142857	28.57142857	31.96480938	5.267481162	3.948752271	9.36209804	-3.937746627	4.471984234	-6.958698076	-7.155971982	-7.754361829	-7.864465138	3.38472393	5.367661624	-12.30843626	53.5744323	62.64888042	44.12640256	36.8612192	32.25806452	30.23284016	26.09976532	26.09764665	30.40107362	6.106870229
13X-425-080	-22.80918927	-4.492443996	1.747246176	3.492189561	-0.39750142	-1.447418983	0.244867207	14.60674157	21.50818804	-2.243318282	49.78132873	-9.566165335	3.524725136	-0.732654359	21.50822952	-2.243319513	-36.24112817	-10.45116219	-15.23734059	15.77144731	8.464690147	14.2586847	-10.46603589	-16.064108	-5.338255348	0.381176321	-13.47959415	-12.89938781	-13.43377084	1.226875873	-20.7292382	-9.641696954	-12.21142027	4.324631469	-18.57705146	-7.459037109	-16.17977168	-7.458500273	-13.4169687	-15.55814958	-3.565156435	-13.04005801	-12.10419265	12.00582625	1.467028503	-6.8755044	7.673384044	-7.820173467	-3.163429714	-2.677480445	-3.040158977	-1.738853577	2.174919059	-13.39050835	2.396920005	-4.629075566	-54.43037975	-53.24675325	42.29765013	-31.40954495	-31.56100886	-30.48414023	-24.11375146	-15.99545512	-7.648991084	-0.750117206	0.493501077	-12.04036494	-21.31922436	-36.84941013	79.80295567	-8.210607373	-33.50219058	4.620749782	-12.82608696	-20.40269714	-32.25503776	-28.50299401	-45.67020641	-43.420901	-40.25765291	-35.00571673	-30.18509745	-22.68354371	-20.94920997	-28.9059734	100	50	12	-9.677419355	0	12.66666667	-16.66666667	53.84615385	71.42857143	71.42857143	71.42857143	71.42857143	71.42857143	71.42857143	61.29032258	-4.820531652	-3.614112248	26.69651683	1.288666906	23.46024176	11.9987677	-6.124629667	12.36945782	-8.573962491	15.34090367	6.833199537	-4.65062456	-37.93103448	-8.623153883	5.472864667	9.130998703	15.79986833	23.69633762	35.15753732	37.73270109	24.70168712	27.94457859
13X-430-004	44.77452924	21.70380303	25.8322678	18.57419801	1.020110755	3.161698284	-2.018548827	-4.47761194	-1.243782759	22.59901216	4.479103314	56.06040515	5.201805993	10.07633773	-1.243777658	22.59901105	4.415257749	-15.39784055	1.732499215	0.591853275	10.658633	-2.15637623	13.09639111	8.082364582	4.496670221	5.288960631	17.28685277	13.31276589	7.306042271	8.887656235	18.14801763	17.4892373	30.00192086	26.26089238	37.85611757	37.40828178	46.2241162	53.15920925	31.16466906	19.90938679	5.666464182	-9.749700715	3.756886952	-0.057890327	6.30666241	-12.3637753	1.558874869	-9.877788415	-8.132998123	-2.007570124	-9.095326133	-6.615321512	3.569414393	-10.90762102	-13.3311182	22.0222952	-18.27956989	-35.53719008	-3.703703704	40.9556314	41.85927067	35.42807726	31.07344633	25.36634664	23.48993289	21.84358494	20.00603045	16.85231492	5.372260464	13.29046088	-4.045584046	-3.698868581	4.416618641	-13.04360977	8.837856646	6.562412734	11.37590584	32.29018492	31.67667941	27.98422569	32.7776662	26.48943422	23.37044615	27.26969848	23.80476844	22.80776079	125	62.5	47.82608696	29.03225806	2.564102564	38.01369863	7.692307692	7.692307692	7.692307692	-6.666666667	-6.666666667	-6.666666667	-12.5	-12.5	-3.047091413	65.20786622	49.29048571	2.496417943	25.57002834	-8.443615891	19.93889086	4.203306529	15.25466386	1.725468715	-2.83355521	27.81215242	27.05920169	41.55141311	39.0587427	36.47548741	30.12681366	24.60806489	22.62540677	19.2246388	15.47672237	19.15220281	23.41462829
13X-430-005	3.566517928	2.657781234	5.520761954	-1.736800874	0.37889828	-0.374241838	-1.291143844	20.25586354	-1.88625409	5.387211725	-4.90415032	12.92605521	1.628694595	11.02462751	-1.886232855	5.387195929	-15.59362544	4.492424766	10.62796812	6.300170687	-4.664134704	-10.08688658	-8.844517046	-20.43293783	-14.35290472	-6.256766884	-22.55530424	-27.45391616	-30.34195755	-11.84585529	-36.66750823	-32.89737752	-29.59959151	-13.72631997	-40.25823817	-37.11594586	-38.82966435	-28.96788038	16.64862327	21.81830751	0.705228431	-0.918667677	3.510355617	-11.77427458	15.04969598	0.913433246	0.446509635	2.396457769	-5.031943736	4.226326731	-6.37342347	-8.140653204	8.834671149	9.555462523	-14.31334168	35.24523182	16.12903226	14.04958678	21.02747909	45.7337884	37.85310734	42.57711156	40.33169309	33.04699343	20.98567565	20.15675584	14.68415498	39.41804956	42.85940343	59.056806	31.3960114	15.97040905	6.004086551	-8.650116076	24.14752958	2.340128456	6.210787413	36.65244192	34.84434735	31.51322918	38.92347861	30.01590184	18.78581458	25.43252183	11.53663712	23.7834868	25	12.5	30.43478261	22.58064516	2.564102564	18.83561644	7.692307692	7.692307692	23.07692308	6.666666667	6.666666667	6.666666667	0	25	9.695290859	75.41806801	57.00806842	22.74881517	32.38176949	-11.74078894	-4.629870045	-12.86016886	-8.088212162	-15.17565919	18.40193033	40.98026701	39.93070027	38.9055923	46.61628306	56.161272	50.9653833	41.28383121	31.15982072	29.6004936	27.88848182	35.17571945	39.78834031
13X-430-006	12.53754268	24.57635127	23.97978127	11.91519703	-1.428155057	-0.529100529	1.47299509	1.492537313	4.498037792	12.0255628	12.03214557	28.29730777	7.229444862	13.66459403	4.498027519	12.02553781	32.75896177	9.141263072	7.167186387	-16.52322893	-8.226626205	-7.204616859	10.5957682	13.11055759	16.62543609	18.89491937	27.49544506	34.02462904	34.04500075	39.60303843	42.94477637	54.43646486	63.67136859	55.99427708	56.43149211	67.47058894	69.12280779	91.8118488	16.14385242	12.07073426	-2.212977715	-13.05775828	1.166131712	-4.959065515	9.522436555	-10.62048785	-15.41107803	6.932561697	-4.645882418	11.67963559	-9.021762737	-14.77339537	23.61322282	37.18952177	-0.512685758	21.92053286	65.59139785	32.23140496	13.26164875	-19.62457338	-16.6923472	-9.253387143	-3.480954985	-0.429509853	0.851447461	2.146873403	8.940147746	14.16230962	19.67718965	24.86602358	238.6894587	-8.529155788	-34.37418138	-27.34174726	22.19902575	-0.623691706	-2.699285054	-19.36144144	-19.04240306	-11.3908691	1.54649528	3.367416496	3.465932559	10.64943719	15.8629085	4.495356365	25	12.5	13.04347826	16.12903226	2.564102564	12.32876712	38.46153846	38.46153846	38.46153846	20	20	20	12.5	12.5	24.65373961	52.77793348	39.89516764	10.09037804	27.24436471	-6.469604016	-4.960593782	-3.908582156	-4.036241231	-4.857704853	-0.522335626	26.22379048	25.51957091	4.870715574	7.729302645	20.00757146	26.79081458	28.77310662	30.41075705	30.59797419	35.23366991	28.63749555	19.63314721
